Player,Season - Club played for,Competition name,Value currency (million),Market value,Current club (20/21 season),Player nationality,Player age,Position,games_appearances,mins_played,goals,goal_assist,Average of Attempts per 90 mins weighted by mins_played per _Season - Club - Competition,total_scoring_att,Average of Attempts on target weighted by mins_played per _Season - Club - Competition,Average of Conversion rate weighted by total_scoring_att per _Season - Club - Competition,Big chances missed,Average of Minute per goal weighted by goals per _Season - Club - Competition,Average of Minute per assist weighted by goals per _Season - Club - Competition,Average of Minute per goal or assist weighted by goals per _Season - Club - Competition,Dribbles per 90 minutes weighted by mins_played per _Season - Club - Competition,Offsides per 90 mins weighted by mins_played per _Season - Club - Competition,Was fouled per 90 mins weighted by mins_played per _Season - Club - Competition,att_pen_goal,Penalties missed,Average of Penalty conversion rate weighted by mins_played per _Season - Club - Competition
Ryan Gravenberch,2019/2020 - Ajax,Dutch Eredivisie,€,30,AFC Ajax,Netherlands,"18,75",CM,9,480,2,1,1.125,6,"66,7%","33,3%",,240,480,160,3.75,,0.75,,,
Sadio Mané,2019/2020 - Liverpool,UEFA Champions League,€,110,Liverpool FC,Senegal,"28,85",LW,8,630,2,1,2.571428571428571,18,"44,4%","11,1%",3,315,630,210,3.142857142857143,0.2857142857142857,2.142857142857143,0,0,"0,0%"
Santos Borré,2016/2017 - Villarreal,Spanish La Liga,€,8.5,River Plate,Colombia,"25,42",FW,17,346,2,1,2.8612716763005777,11,"81,8%","18,2%",1,173,346,115,1.0404624277456647,0.5202312138728323,1.8208092485549132,,,
Santos Borré,2016/2017 - Villarreal,UEFA Europa League,€,8.5,River Plate,Colombia,"25,42",FW,7,385,2,,2.8051948051948052,12,"66,7%","16,7%",,193,,193,0.23376623376623376,1.4025974025974026,0.935064935064935,,,
Saúl Ñíguez,2017/2018 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,36,3157,2,3,1.51092809629395,53,"17,0%","3,8%",1,1579,1052,631,1.6819765600253405,0.14254038644282546,0.9977827050997784,,,
Scott McTominay,2018/2019 - Manchester United,English Premier League,€,39.7,Manchester United FC,Scotland,"24,19",CM,16,862,2,,1.5661252900232019,15,"40,0%","13,3%",2,431,,431,0.10440835266821345,0.10440835266821345,1.6705336426914152,,,
Sébastien Haller,2020/2021 - West Ham United,English Premier League,€,26.2,West Ham United FC,Ivory Coast,"26,65",FW,10,439,2,0,2.665148063781321,13,"38,5%","15,4%",2,220,,220,1.6400911161731206,1.2300683371298406,1.6400911161731206,0,0,"0,0%"
Sergej Milinkovic-Savic,2017/2018 - Lazio,UEFA Europa League,€,65,SS Lazio,Serbia,"25,97",CM,8,524,2,3,2.232824427480916,13,"15,4%","15,4%",1,262,175,105,1.3740458015267174,1.0305343511450382,2.232824427480916,,,
Steven Bergwijn,2016/2017 - PSV,Dutch Eredivisie,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,25,912,2,1,3.9473684210526314,40,"37,5%","5,0%",8,456,912,304,2.664473684210526,,1.9736842105263157,,,
Talles Magno,2019/2020 - Vasco da Gama,Brazilian Serie A,€,11.2,CR Vasco da Gama,Brazil,"18,64",LW,15,1065,2,,2.4507042253521125,29,"27,6%","6,9%",3,533,,533,3.633802816901408,0.08450704225352113,2.788732394366197,,,
Talles Magno,2020/2021 - Vasco da Gama,Brazilian Serie A,€,11.2,CR Vasco da Gama,Brazil,"18,64",LW,20,1545,2,1,1.3398058252427185,23,"26,1%","8,7%",1,773,1545,515,3.203883495145631,0.23300970873786409,3.087378640776699,0,0,"0,0%"
Tanguy Ndombélé,2018/2019 - Lyon,UEFA Champions League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,8,637,2,,1.2715855572998431,9,"22,2%","22,2%",,319,,319,3.2496075353218212,,2.82574568288854,,,
Tanguy Ndombélé,2019/2020 - Tottenham Hotspur,English Premier League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,21,1007,2,2,0.804369414101291,9,"44,4%","22,2%",,504,504,252,3.3962264150943393,,2.5918570009930484,,,
Thiago,2016/2017 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,9,786,2,3,1.0305343511450382,9,"33,3%","22,2%",2,393,262,157,1.8320610687022905,,0.8015267175572519,,,
Thiago,2017/2018 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,19,1243,2,2,1.7377312952534187,24,"29,2%","8,3%",4,622,622,311,1.7377312952534187,0.07240547063555913,1.0136765888978279,,,
Thiago,2018/2019 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,30,2408,2,6,0.8596345514950167,23,"34,8%","8,7%",1,1204,401,301,2.1303986710963456,,1.2707641196013288,,,
Thiago Almada,2020/2021 - Vélez Sarsfield,Liga Profesional Argentina,€,21,Vélez Sarsfield,Argentina,"19,80",AM,5,269,2,0,2.6765799256505574,8,"75,0%","25,0%",1,135,,135,2.342007434944238,0.33457249070631967,1.003717472118959,1,0,"100,0%"
Todd Cantwell,2017/2018 - Fortuna Sittard,Dutch Eerste Divisie,€,14.6,Norwich City FC,England,"22,97",LW,10,744,2,2,1.2096774193548387,10,"40,0%","20,0%",,372,372,186,1.935483870967742,,2.056451612903226,,,
Victor Osimhen,2019/2020 - Lille,UEFA Champions League,€,50,SSC Napoli,Nigeria,"22,13",FW,5,450,2,0,3,15,"20,0%","13,3%",3,225,,225,1,2.4000000000000004,1,0,0,"0,0%"
Victor Osimhen,2020/2021 - Napoli,Italian Serie A,€,50,SSC Napoli,Nigeria,"22,13",FW,6,465,2,1,5.225806451612903,27,"29,6%","7,4%",3,233,465,155,1.1612903225806452,0.3870967741935484,1.935483870967742,0,0,"0,0%"
Vincent Aboubakar,2019/2020 - FC Porto,UEFA Europa League,€,8.2,Besiktas JK,Cameroon,"29,06",FW,1,90,2,0,5,5,"60,0%","40,0%",0,45,,45,3,0,1,0,0,"0,0%"
Vinícius Júnior,2018/2019 - Real Madrid,Spanish La Liga,€,45.9,Real Madrid CF,Brazil,"20,59",LW,18,864,2,,4.375,42,"40,5%","4,8%",5,432,,432,4.270833333333334,0.8333333333333331,2.1875,,,
Vinícius Júnior,2020/2021 - Real Madrid,Spanish La Liga,€,45.9,Real Madrid CF,Brazil,"20,59",LW,10,606,2,0,2.5247524752475248,17,"29,4%","11,8%",5,303,,303,2.0792079207920793,0.594059405940594,1.3366336633663365,0,0,"0,0%"
Virgil van Dijk,2016/2017 - Southampton,UEFA Europa League,€,68,Liverpool FC,Netherlands,"29,60",CB,6,540,2,,1.6666666666666665,10,"50,0%","20,0%",5,270,,270,1,0.16666666666666669,0.5,,,
Virgil van Dijk,2018/2019 - Liverpool,UEFA Champions League,€,68,Liverpool FC,Netherlands,"29,60",CB,12,1080,2,2,0.8333333333333333,10,"50,0%","20,0%",2,540,540,270,0.08333333333333334,,0.41666666666666663,,,
Wilfred Ndidi,2016/2017 - KRC Genk,UEFA Europa League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,6,540,2,,1.8333333333333335,11,"18,2%","18,2%",,270,,270,0.16666666666666669,,1,,,
Wilfred Ndidi,2016/2017 - Leicester City,English Premier League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,17,1522,2,1,1.8331143232588698,31,"19,4%","6,5%",1,761,1522,507,0.7687253613666228,0.05913272010512484,0.5913272010512484,,,
Wilfred Ndidi,2018/2019 - Leicester City,English Premier League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,38,3298,2,,1.5009096422073984,55,"16,4%","3,6%",3,1649,,1649,0.9551243177683445,0.0545785324439054,0.6003638568829593,,,
Wilfred Ndidi,2019/2020 - Leicester City,English Premier League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,32,2674,2,1,0.87509349289454,26,"11,5%","7,7%",,1337,2674,891,0.7404637247569185,0.033657442034405384,0.9087509349289454,,,
Yari Verschaeren,2018/2019 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,21,1586,2,4,1.4186633039092056,25,"52,0%","8,0%",5,793,397,264,1.8726355611601513,0.17023959646910466,2.1563682219419924,,,
Yari Verschaeren,2019/2020 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,21,1413,2,1,1.1464968152866242,18,"22,2%","11,1%",2,707,1413,471,1.4012738853503184,0.06369426751592357,2.229299363057325,,,
Yari Verschaeren,2020/2021 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,11,622,2,2,2.170418006430868,15,"40,0%","13,3%",3,311,311,156,0.43408360128617374,0.5787781350482315,1.4469453376205788,0,0,"0,0%"
Youssef En-Nesyri,2019/2020 - Sevilla,UEFA Europa League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,266,2,0,3.7218045112781954,11,"27,3%","18,2%",1,133,,133,1.0150375939849623,0.3383458646616541,3.045112781954887,0,0,"0,0%"
Zinho Vanheusden,2018/2019 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,26,1984,2,1,0.7258064516129032,16,"31,3%","12,5%",1,992,1984,661,0.22681451612903225,,0.7258064516129032,,,
Aaron Wan-Bissaka,2020/2021 - Manchester United,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,9,810,1,0,0.2222222222222222,2,"100,0%","50,0%",0,810,,810,0.7777777777777777,0,0.4444444444444444,0,0,"0,0%"
Abdülkadir Ömür,2020/2021 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,11,942,1,3,1.3375796178343948,14,"42,9%","7,1%",0,942,314,236,2.2929936305732483,0.09554140127388536,2.388535031847134,0,0,"0,0%"
Agustín Almendra,2018/2019 - Boca Juniors,Argentina Superliga,€,12,Boca Juniors,Argentina,"21,01",CM,15,1074,1,1,1.4245810055865922,17,"11,8%","5,9%",1,1074,1074,537,1.7597765363128492,,2.6815642458100557,,,
Agustín Almendra,2019/2020 - Boca Juniors,Argentina Superliga,€,12,Boca Juniors,Argentina,"21,01",CM,6,441,1,,1.6326530612244898,8,"25,0%","12,5%",2,441,,441,0.6122448979591837,,1.8367346938775508,,,
Alejandro Grimaldo,2017/2018 - Benfica,Portuguese Primeira Liga,€,22.5,SL Benfica,Spain,"25,40",LB,28,2441,1,4,0.8111429741909053,22,"31,8%","4,5%",2,2441,610,488,1.4379352724293324,0.0368701351904957,0.9954936501433841,,,
Alejandro Grimaldo,2018/2019 - Benfica,UEFA Europa League,€,22.5,SL Benfica,Spain,"25,40",LB,5,435,1,1,1.4482758620689655,7,"57,1%","14,3%",1,435,435,218,1.0344827586206897,,1.2413793103448276,,,
Alejandro Grimaldo,2020/2021 - Benfica,Portuguese Primeira Liga,€,22.5,SL Benfica,Spain,"25,40",LB,7,533,1,4,0.6754221388367729,4,"50,0%","25,0%",0,533,133,107,1.0131332082551594,0,0.16885553470919323,0,0,"0,0%"
Alessandro Bastoni,2018/2019 - Parma,Italian Serie A,€,44.4,FC Internazionale Milano,Italy,"21,84",CB,24,1686,1,,0.1601423487544484,3,"66,7%","33,3%",,1686,,1686,0.2669039145907473,,1.0142348754448398,,,
Alphonso Davies,2018/2019 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,6,74,1,,2.4324324324324325,2,"50,0%","50,0%",,74,,74,3.6486486486486487,,,,,
Álvaro Morata,2017/2018 - Chelsea,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,7,383,1,,4.934725848563969,21,"42,9%","4,8%",7,383,,383,1.4099216710182767,1.8798955613577024,2.1148825065274153,,,
Andrew Robertson,2016/2017 - Hull City,English Premier League,€,67.3,Liverpool FC,Scotland,"26,93",LB,33,2736,1,2,0.23026315789473684,7,"14,3%","14,3%",,2736,1368,912,0.8552631578947368,0.03289473684210526,0.3289473684210526,,,
Andrew Robertson,2017/2018 - Liverpool,English Premier League,€,67.3,Liverpool FC,Scotland,"26,93",LB,22,1943,1,5,0.5558414822439527,12,"16,7%","8,3%",,1943,389,324,0.4168811116829645,0.23160061760164694,0.18528049408131755,,,
Andrew Robertson,2019/2020 - Liverpool,UEFA Champions League,€,67.3,Liverpool FC,Scotland,"26,93",LB,8,649,1,0,1.2480739599383668,9,"22,2%","11,1%",1,649,,649,0.41602465331278893,0,0.13867488443759632,0,0,"0,0%"
Andrew Robertson,2020/2021 - Liverpool,English Premier League,€,67.3,Liverpool FC,Scotland,"26,93",LB,11,990,1,3,0.6363636363636364,7,"28,6%","14,3%",1,990,330,248,1,0.2727272727272727,0.2727272727272727,0,0,"0,0%"
Ángel Correa,2017/2018 - Atlético de Madrid,UEFA Europa League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,9,546,1,3,1.4835164835164836,9,"22,2%","11,1%",,546,182,137,4.285714285714286,,1.3186813186813187,,,
Ángel Correa,2020/2021 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,10,653,1,5,1.9295558958652375,14,"42,9%","7,1%",3,653,131,109,1.653905053598775,0.41347626339969373,0.6891271056661562,0,0,"0,0%"
Ansu Fati,2019/2020 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,5,112,1,0,1.607142857142857,2,"50,0%","50,0%",0,112,,112,0.8035714285714285,0.8035714285714285,3.214285714285714,0,0,"0,0%"
Ansu Fati,2020/2021 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,3,160,1,2,5.0625,9,"66,7%","11,1%",2,160,80,53,2.25,0,1.125,0,0,"0,0%"
Anthony Martial,2016/2017 - Manchester United,UEFA Europa League,€,75.4,Manchester United FC,France,"25,20",FW,10,440,1,,2.0454545454545454,10,"40,0%","10,0%",,440,,440,2.659090909090909,0.6136363636363636,2.25,1,,"100,0%"
Anthony Martial,2017/2018 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,8,343,1,2,2.8862973760932946,11,"54,5%","9,1%",4,343,172,114,5.247813411078717,0.26239067055393583,1.3119533527696792,1,1,"50,0%"
Anthony Martial,2018/2019 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,8,506,1,,2.134387351778656,12,"16,7%","8,3%",,506,,506,2.134387351778656,0.533596837944664,1.7786561264822134,,,
Antony,2020/2021 - Ajax,UEFA Champions League,€,34.9,AFC Ajax,Brazil,"20,98",RW,4,358,1,0,2.2625698324022347,9,"77,8%","11,1%",0,358,,358,1.2569832402234635,0.7541899441340782,2.2625698324022347,0,0,"0,0%"
Arthur,2017/2018 - Grêmio,Brazilian Serie A,€,48.8,Juventus FC,Brazil,"24,51",CM,27,2190,1,,0.4520547945205479,11,"27,3%","9,1%",1,2190,,2190,0.6575342465753424,,2.4657534246575343,,,
Arthur,2018/2019 - Grêmio,Brazilian Serie A,€,48.8,Juventus FC,Brazil,"24,51",CM,7,601,1,1,0.7487520798668885,5,"40,0%","20,0%",,601,601,301,2.0965058236272878,,4.492512479201331,,,
Aymeric Laporte,2019/2020 - Manchester City,English Premier League,€,67.5,Manchester City FC,France,"26,72",CB,15,1104,1,,0.32608695652173914,4,"50,0%","25,0%",,1104,,1104,0.16304347826086957,,0.733695652173913,,,
Ben Chilwell,2016/2017 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,12,696,1,,0.9051724137931034,7,"28,6%","14,3%",,696,,696,1.4224137931034484,0.12931034482758622,1.9396551724137931,,,
Benjamin Pavard,2017/2018 - VfB Stuttgart,German Bundesliga,€,65.1,FC Bayern München,France,"24,88",RB,34,3060,1,,0.32352941176470584,11,"27,3%","9,1%",,3060,,3060,0.29411764705882354,0.058823529411764705,0.6176470588235294,,,
Bernardo Silva,2017/2018 - Manchester City,UEFA Champions League,€,71.4,Manchester City FC,Portugal,"26,51",RW,9,563,1,2,1.5985790408525753,10,"40,0%","10,0%",,563,282,188,3.1971580817051506,,0.6394316163410302,,,
Bruno Fernandes,2017/2018 - Sporting CP,UEFA Champions League,€,107.4,Manchester United FC,Portugal,"26,44",AM,6,537,1,1,3.35195530726257,20,"30,0%","5,0%",1,537,537,269,1.5083798882681565,,2.346368715083799,,,
Bukayo Saka,2019/2020 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,26,1753,1,5,0.6674272675413577,13,"30,8%","7,7%",1,1753,351,292,1.6428978893325725,0.513405590416429,1.4375356531660013,,,
Bukayo Saka,2020/2021 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,9,723,1,0,1.991701244813278,16,"37,5%","6,3%",3,723,,723,1.7427385892116183,0.37344398340248963,2.6141078838174274,0,0,"0,0%"
Callum Hudson-Odoi,2019/2020 - Chelsea,English Premier League,€,47.4,Chelsea FC,England,"20,27",LW,22,850,1,5,2.2235294117647055,21,"19,0%","4,8%",1,850,170,142,2.8588235294117643,0.3176470588235295,1.3764705882352941,,,
Callum Hudson-Odoi,2020/2021 - Chelsea,English Premier League,€,47.4,Chelsea FC,England,"20,27",LW,5,169,1,0,2.662721893491124,5,"20,0%","20,0%",0,169,,169,0.5325443786982248,0,0,0,0,"0,0%"
Casemiro,2017/2018 - Real Madrid,UEFA Champions League,€,71.8,Real Madrid CF,Brazil,"28,98",DM,12,944,1,,0.6673728813559322,7,"71,4%","14,3%",,944,,944,1.2394067796610169,,1.6207627118644068,,,
Casemiro,2018/2019 - Real Madrid,UEFA Champions League,€,71.8,Real Madrid CF,Brazil,"28,98",DM,6,505,1,,0.8910891089108911,5,"20,0%","20,0%",,505,,505,0.7128712871287128,,0.5346534653465347,,,
Casemiro,2019/2020 - Real Madrid,UEFA Champions League,€,71.8,Real Madrid CF,Brazil,"28,98",DM,8,690,1,1,1.565217391304348,12,"41,7%","8,3%",0,690,690,345,0.9130434782608695,0.13043478260869565,1.1739130434782608,0,0,"0,0%"
Casemiro,2020/2021 - Real Madrid,Spanish La Liga,€,71.8,Real Madrid CF,Brazil,"28,98",DM,9,675,1,0,0.8,6,"16,7%","16,7%",1,675,,675,0.4,0.13333333333333333,1.4666666666666666,0,0,"0,0%"
Casemiro,2020/2021 - Real Madrid,UEFA Champions League,€,71.8,Real Madrid CF,Brazil,"28,98",DM,5,392,1,1,1.3775510204081634,6,"16,7%","16,7%",0,392,392,196,0.22959183673469385,0,2.7551020408163267,0,0,"0,0%"
Charles De Ketelaere,2019/2020 - Club Brugge,Belgian Jupiler Pro League,€,17.2,Club Brugge,Belgium,"19,93",AM,13,768,1,1,1.9921875,17,"29,4%","5,9%",2,768,768,384,2.34375,0.46875,2.2265625,,,
Charles De Ketelaere,2020/2021 - Club Brugge,Belgian Jupiler Pro League,€,17.2,Club Brugge,Belgium,"19,93",AM,14,665,1,0,1.6240601503759398,12,"41,7%","8,3%",0,665,,665,1.7593984962406015,0.27067669172932335,1.7593984962406015,0,0,"0,0%"
Christian Pulisic,2016/2017 - Borussia Dortmund,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,10,599,1,2,3.1552587646076793,21,"33,3%","4,8%",1,599,300,200,2.8547579298831383,0.3005008347245409,1.3522537562604342,,,
Christian Pulisic,2018/2019 - Borussia Dortmund,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,7,455,1,,1.5824175824175823,8,"37,5%","12,5%",2,455,,455,3.758241758241758,0.5934065934065934,1.5824175824175823,,,
Christian Pulisic,2019/2020 - Chelsea,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,4,266,1,1,2.3684210526315788,7,"28,6%","14,3%",0,266,266,133,4.7368421052631575,0.3383458646616541,1.3533834586466165,0,0,"0,0%"
Christian Pulisic,2020/2021 - Chelsea,English Premier League,€,66,Chelsea FC,United States of America,"22,41",LW,5,251,1,0,3.2270916334661357,9,"22,2%","11,1%",0,251,,251,2.8685258964143427,0,0.7171314741035857,0,0,"0,0%"
Christian Pulisic,2020/2021 - Chelsea,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,3,175,1,0,4.114285714285714,8,"25,0%","12,5%",0,175,,175,2.571428571428571,0,0.5142857142857142,0,0,"0,0%"
Christopher Nkunku,2016/2017 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,8,397,1,,1.5869017632241813,7,"28,6%","14,3%",1,397,,397,0.6801007556675063,0.22670025188916876,1.81360201511335,,,
Christopher Nkunku,2020/2021 - RB Leipzig,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,5,405,1,2,0.8888888888888888,4,"75,0%","25,0%",0,405,203,135,0.8888888888888888,0,2,0,0,"0,0%"
Ciro Immobile,2018/2019 - Lazio,UEFA Europa League,€,51.6,SS Lazio,Italy,"30,99",FW,5,388,1,4,2.783505154639175,12,"41,7%","8,3%",1,388,97,78,1.1597938144329896,2.551546391752577,2.319587628865979,1,,"100,0%"
Clément Lenglet,2017/2018 - Sevilla,UEFA Champions League,€,62.5,FC Barcelona,France,"25,66",CB,9,810,1,,1,9,"22,2%","11,1%",1,810,,810,0.2222222222222222,0.1111111111111111,0.4444444444444444,,,
Clément Lenglet,2018/2019 - Barcelona,Spanish La Liga,€,62.5,FC Barcelona,France,"25,66",CB,23,1935,1,,0.27906976744186046,6,"33,3%","16,7%",3,1935,,1935,0.27906976744186046,0.046511627906976744,0.6511627906976744,,,
Clément Lenglet,2019/2020 - Barcelona,UEFA Champions League,€,62.5,FC Barcelona,France,"25,66",CB,9,721,1,0,0.37447988904299584,3,"33,3%","33,3%",1,721,,721,0.12482662968099861,0.12482662968099861,0.7489597780859917,0,0,"0,0%"
Dani Olmo,2019/2020 - RB Leipzig,UEFA Champions League,€,44.5,RB Leipzig,Spain,"22,77",AM,2,128,1,0,1.40625,2,"50,0%","50,0%",0,128,,128,0.703125,0,2.8125,0,0,"0,0%"
Dani Olmo,2020/2021 - RB Leipzig,UEFA Champions League,€,44.5,RB Leipzig,Spain,"22,77",AM,6,426,1,0,1.267605633802817,6,"33,3%","16,7%",0,426,,426,1.9014084507042253,0.2112676056338028,1.6901408450704225,0,0,"0,0%"
Darwin Núñez,2020/2021 - Benfica,Portuguese Primeira Liga,€,22,SL Benfica,Uruguay,"21,64",FW,8,691,1,4,2.735166425470333,21,"28,6%","4,8%",7,691,173,138,1.1722141823444283,1.4327062228654124,0.9117221418234442,0,0,"0,0%"
David Brooks,2019/2020 - Bournemouth,English Premier League,€,19.6,AFC Bournemouth,Wales,"23,60",RW,9,511,1,,1.0567514677103718,6,"33,3%","16,7%",,511,,511,2.1135029354207435,,1.0567514677103718,,,
David Neres,2017/2018 - Jong Ajax,Dutch Eerste Divisie,€,31,AFC Ajax,Brazil,"23,95",RW,1,90,1,,3,3,"33,3%","33,3%",,90,,90,2,1,4,,,
David Neres,2020/2021 - Ajax,Dutch Eredivisie,€,31,AFC Ajax,Brazil,"23,95",RW,8,407,1,1,2.6535626535626538,12,"33,3%","8,3%",2,407,407,204,1.547911547911548,0.22113022113022113,0.44226044226044225,0,0,"0,0%"
David Neres,2020/2021 - Ajax,UEFA Champions League,€,31,AFC Ajax,Brazil,"23,95",RW,4,313,1,0,1.4376996805111821,5,"40,0%","20,0%",1,313,,313,2.587859424920128,1.1501597444089455,1.7252396166134185,0,0,"0,0%"
Dayot Upamecano,2020/2021 - RB Leipzig,German Bundesliga,€,65.3,RB Leipzig,France,"22,30",CB,9,701,1,0,0.8987161198288159,7,"42,9%","14,3%",0,701,,701,0.5135520684736091,0,0.12838801711840228,0,0,"0,0%"
Declan Rice,2019/2020 - West Ham United,English Premier League,€,65,West Ham United FC,England,"22,09",DM,38,3420,1,3,0.8157894736842105,31,"29,0%","3,2%",1,3420,1140,855,1.2894736842105263,0.05263157894736842,0.18421052631578952,,,
Diogo Jota,2016/2017 - FC Porto,UEFA Champions League,€,58.1,Liverpool FC,Portugal,"24,20",LW,8,385,1,,3.74025974025974,16,"31,3%","6,3%",,385,,385,1.6363636363636365,0.23376623376623376,0.935064935064935,,,
Dominic Calvert-Lewin,2016/2017 - Everton,English Premier League,€,60.1,Everton FC,England,"23,91",FW,11,345,1,,1.826086956521739,7,"14,3%","14,3%",1,345,,345,,0.2608695652173913,1.826086956521739,,,
Dominic Solanke,2017/2018 - Liverpool,English Premier League,€,11.2,AFC Bournemouth,England,"23,42",FW,21,583,1,1,3.3962264150943393,22,"36,4%","4,5%",5,583,583,292,1.3893653516295026,0.15437392795883362,0.4631217838765009,,,
Donny van de Beek,2020/2021 - Manchester United,English Premier League,€,47.5,Manchester United FC,Netherlands,"23,83",CM,8,222,1,0,0.40540540540540543,1,"100,0%","100,0%",0,222,,222,1.2162162162162162,0,0.8108108108108109,0,0,"0,0%"
Eden Hazard,2019/2020 - Real Madrid,Spanish La Liga,€,50.2,Real Madrid CF,Belgium,"30,11",LW,16,1086,1,3,1.574585635359116,19,"68,4%","5,3%",4,1086,362,272,4.060773480662983,0.16574585635359115,4.143646408839779,,,
Eden Hazard,2020/2021 - Real Madrid,Spanish La Liga,€,50.2,Real Madrid CF,Belgium,"30,11",LW,3,153,1,0,2.3529411764705883,4,"50,0%","25,0%",1,153,,153,2.3529411764705883,1.7647058823529411,2.9411764705882355,0,0,"0,0%"
Eden Hazard,2020/2021 - Real Madrid,UEFA Champions League,€,50.2,Real Madrid CF,Belgium,"30,11",LW,3,162,1,0,2.2222222222222223,4,"50,0%","25,0%",1,162,,162,5.555555555555555,0,2.7777777777777777,1,0,"100,0%"
Edin Visca,2020/2021 - Istanbul Basaksehir,UEFA Champions League,€,9.2,Istanbul Basaksehir FK,Bosnia-Herzegovina,"31,00",RW,5,424,1,2,3.8207547169811313,18,"33,3%","5,6%",1,424,212,141,1.9103773584905657,0.21226415094339618,1.4858490566037736,0,0,"0,0%"
Eduardo Camavinga,2019/2020 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,25,2112,1,2,0.6392045454545454,15,"33,3%","6,7%",1,2112,1056,704,0.8096590909090909,,2.5142045454545454,,,
Eduardo Camavinga,2020/2021 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,11,691,1,1,0.6512301013024602,5,"20,0%","20,0%",1,691,691,346,1.6931982633863965,0,1.9536903039073805,0,0,"0,0%"
Emiliano Buendía,2019/2020 - Norwich City,English Premier League,€,27.2,Norwich City FC,Argentina,"24,14",RW,36,2462,1,7,1.4622258326563768,40,"27,5%","2,5%",1,2462,352,308,3.7286758732737613,0.07311129163281885,1.974004874086109,,,
Éverton,2020/2021 - Benfica,UEFA Europa League,€,31.5,SL Benfica,Brazil,"24,90",LW,6,494,1,2,2.5506072874493926,14,"35,7%","7,1%",1,494,247,165,4.7368421052631575,0,0.3643724696356275,0,0,"0,0%"
Fabián Ruiz,2018/2019 - Napoli,UEFA Europa League,€,55,SSC Napoli,Spain,"24,87",CM,5,442,1,,2.0361990950226243,10,"20,0%","10,0%",,442,,442,2.239819004524887,0.20361990950226247,0.8144796380090499,,,
Fabián Ruiz,2020/2021 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,8,704,1,1,1.6619318181818181,13,"23,1%","7,7%",0,704,704,352,1.0227272727272727,0,1.40625,0,0,"0,0%"
Fabinho,2016/2017 - Monaco,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,10,846,1,3,0.851063829787234,8,"25,0%","12,5%",1,846,282,212,1.595744680851064,,2.2340425531914896,,1,
Fabinho,2018/2019 - Liverpool,English Premier League,€,51,Liverpool FC,Brazil,"27,31",DM,28,2012,1,2,0.7604373757455268,17,"23,5%","5,9%",1,2012,1006,671,0.44731610337972166,,1.341948310139165,,,
