Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,FOULS per 90 mins weighted by mins_played per _Season - Club - Competition,fouls,was_fouled,Foul committed / Was fouled ratio weighted by was_fouled per _Season - Club - Competition,yellow_card,red_card
Rúben Neves,2019/2020 - Wolverhampton Wanderers,UEFA Europa League,€,51.1,Wolverhampton Wanderers FC,Portugal,"23,92",DM,9,776,0.3479381443298969,3,9,0.3333333333333333,1,0
Ryan Gravenberch,2019/2020 - Ajax,Dutch Eredivisie,€,30,AFC Ajax,Netherlands,"18,75",CM,9,480,2.0625,11,4,2.75,1,
Sadio Mané,2020/2021 - Liverpool,UEFA Champions League,€,110,Liverpool FC,Senegal,"28,85",LW,6,363,2.7272727272727275,11,8,1.375,1,0
Saúl Ñíguez,2018/2019 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,8,631,1.5689381933438986,11,5,2.2,1,
Saúl Ñíguez,2020/2021 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,4,289,2.491349480968858,8,1,8,1,0
Scott McTominay,2016/2017 - Manchester United,English Premier League,€,39.7,Manchester United FC,Scotland,"24,19",CM,2,96,1.875,2,2,1,1,0
Scott McTominay,2017/2018 - Manchester United,UEFA Champions League,€,39.7,Manchester United FC,Scotland,"24,19",CM,4,205,2.1951219512195124,5,3,1.6666666666666667,1,0
Scott McTominay,2018/2019 - Manchester United,English Premier League,€,39.7,Manchester United FC,Scotland,"24,19",CM,16,862,1.148491879350348,11,16,0.6875,1,
Scott McTominay,2019/2020 - Manchester United,UEFA Europa League,€,39.7,Manchester United FC,Scotland,"24,19",CM,7,425,1.6941176470588233,8,13,0.6153846153846154,1,0
Scott McTominay,2020/2021 - Manchester United,UEFA Champions League,€,39.7,Manchester United FC,Scotland,"24,19",CM,5,342,2.894736842105263,11,5,2.2,1,0
Sébastien Haller,2019/2020 - West Ham United,English Premier League,€,26.2,West Ham United FC,Ivory Coast,"26,65",FW,32,2263,1.8294299602297834,46,38,1.2105263157894737,1,
Serge Gnabry,2016/2017 - SV Werder Bremen,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,27,1970,1.1421319796954315,25,28,0.8928571428571429,1,0
Serge Gnabry,2018/2019 - FC Bayern München,UEFA Champions League,€,95,FC Bayern München,Germany,"25,59",RW,7,447,0.8053691275167785,4,3,1.3333333333333333,1,
Serge Gnabry,2020/2021 - FC Bayern München,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,9,617,1.0210696920583469,7,7,1,1,0
Serge Gnabry,2020/2021 - FC Bayern München,UEFA Champions League,€,95,FC Bayern München,Germany,"25,59",RW,5,270,2.3333333333333335,7,2,3.5,1,0
Sergej Milinkovic-Savic,2019/2020 - Lazio,UEFA Europa League,€,65,SS Lazio,Serbia,"25,97",CM,4,307,1.758957654723127,6,4,1.5,1,0
Sergej Milinkovic-Savic,2020/2021 - Lazio,UEFA Champions League,€,65,SS Lazio,Serbia,"25,97",CM,5,416,1.2980769230769231,6,12,0.5,1,0
Steven Bergwijn,2016/2017 - PSV,UEFA Champions League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,6,224,0.8035714285714285,2,3,0.6666666666666666,1,0
Steven Bergwijn,2018/2019 - PSV,UEFA Champions League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,5,404,0.8910891089108911,4,3,1.3333333333333333,1,
Steven Bergwijn,2020/2021 - Tottenham Hotspur,English Premier League,€,48.6,Tottenham Hotspur FC,Netherlands,"23,35",LW,7,404,1.7821782178217822,8,6,1.3333333333333333,1,0
Tanguy Ndombélé,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,6,339,1.592920353982301,6,5,1.2,1,0
Tanguy Ndombélé,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,4,176,2.5568181818181817,5,3,1.6666666666666667,1,0
Teun Koopmeiners,2020/2021 - AZ,UEFA Europa League,€,22.9,AZ Alkmaar,Netherlands,"22,96",DM,6,540,1.8333333333333335,11,4,2.75,1,0
Theo Bongonda,2017/2018 - SV Zulte Waregem,Belgian UEFA Europa League Play-offs,€,11,KRC Genk,Belgium,"25,24",LW,8,606,1.0396039603960396,7,15,0.4666666666666667,1,2
Theo Bongonda,2019/2020 - KRC Genk,UEFA Champions League,€,11,KRC Genk,Belgium,"25,24",LW,6,257,0.7003891050583657,2,7,0.2857142857142857,1,0
Theo Bongonda,2020/2021 - KRC Genk,Belgian Jupiler Pro League,€,11,KRC Genk,Belgium,"25,24",LW,11,920,0.6847826086956522,7,29,0.2413793103448276,1,1
Theo Hernández,2017/2018 - Real Madrid,Spanish La Liga,€,52.8,AC Milan,France,"23,36",LB,13,961,1.0301768990634756,11,15,0.7333333333333333,1,0
Thiago,2016/2017 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,9,786,1.3740458015267172,12,7,1.7142857142857142,1,0
Thiago,2018/2019 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,5,388,1.1597938144329896,5,8,0.625,1,
Thiago Almada,2020/2021 - Vélez Sarsfield,Liga Profesional Argentina,€,21,Vélez Sarsfield,Argentina,"19,80",AM,5,269,1.6728624535315986,5,3,1.6666666666666667,1,0
Thibaut Courtois,2016/2017 - Chelsea,English Premier League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,36,3240,0.027777777777777776,1,2,0.5,1,0
Thibaut Courtois,2019/2020 - Real Madrid,Spanish La Liga,€,76.7,Real Madrid CF,Belgium,"28,76",GK,34,3060,,,4,,1,
Thibaut Courtois,2019/2020 - Real Madrid,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,7,585,,0,0,,1,0
Thibaut Courtois,2020/2021 - Real Madrid,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,6,540,,0,1,0,1,0
Thorgan Hazard,2017/2018 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,34,2946,0.7637474541751528,25,55,0.45454545454545453,1,0
Thorgan Hazard,2018/2019 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,33,2877,0.8446298227320125,27,61,0.4426229508196721,1,
Timo Werner,2017/2018 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,32,2491,0.939381774387796,26,25,1.04,1,0
Timo Werner,2018/2019 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,30,2523,0.8561236623067776,24,37,0.6486486486486487,1,
Timo Werner,2019/2020 - RB Leipzig,UEFA Champions League,€,88.2,Chelsea FC,Germany,"24,94",FW,8,579,0.9326424870466321,6,6,1,1,0
Toni Kroos,2018/2019 - Real Madrid,UEFA Champions League,€,51.5,Real Madrid CF,Germany,"31,11",CM,8,645,0.8372093023255814,6,11,0.5454545454545454,1,
Toni Kroos,2019/2020 - Real Madrid,UEFA Champions League,€,51.5,Real Madrid CF,Germany,"31,11",CM,6,540,0.8333333333333333,5,9,0.5555555555555556,1,0
Trent Alexander-Arnold,2019/2020 - Liverpool,UEFA Champions League,€,110.8,Liverpool FC,England,"22,36",RB,7,582,0.6185567010309279,4,2,2,1,0
Trent Alexander-Arnold,2020/2021 - Liverpool,English Premier League,€,110.8,Liverpool FC,England,"22,36",RB,9,714,0.37815126050420167,3,1,3,1,0
Trent Alexander-Arnold,2020/2021 - Liverpool,UEFA Champions League,€,110.8,Liverpool FC,England,"22,36",RB,4,352,0.2556818181818182,1,2,0.5,1,0
Ugurcan Cakir,2017/2018 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,6,495,,,1,,1,0
Ugurcan Cakir,2020/2021 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,10,900,,0,2,0,1,0
Victor Osimhen,2016/2017 - VfL Wolfsburg,German Bundesliga,€,50,SSC Napoli,Nigeria,"22,13",FW,2,45,2,1,,,1,0
Victor Osimhen,2018/2019 - Sporting de Charleroi,Belgian Jupiler Pro League,€,50,SSC Napoli,Nigeria,"22,13",FW,25,2026,1.4215202369200395,32,53,0.6037735849056604,1,
Victor Osimhen,2019/2020 - Lille,UEFA Champions League,€,50,SSC Napoli,Nigeria,"22,13",FW,5,450,2.8,14,5,2.8,1,0
Victor Osimhen,2020/2021 - Napoli,Italian Serie A,€,50,SSC Napoli,Nigeria,"22,13",FW,6,465,1.1612903225806452,6,10,0.6,1,0
Vincent Aboubakar,2018/2019 - FC Porto,Portuguese Primeira Liga,€,8.2,Besiktas JK,Cameroon,"29,06",FW,8,459,1.1764705882352942,6,4,1.5,1,
Vincent Aboubakar,2019/2020 - FC Porto,UEFA Europa League,€,8.2,Besiktas JK,Cameroon,"29,06",FW,1,90,,0,1,0,1,0
Vinícius Júnior,2019/2020 - Real Madrid,UEFA Champions League,€,45.9,Real Madrid CF,Brazil,"20,59",LW,5,193,1.8652849740932642,4,5,0.8,1,0
Vinícius Júnior,2020/2021 - Real Madrid,Spanish La Liga,€,45.9,Real Madrid CF,Brazil,"20,59",LW,10,606,1.3366336633663365,9,9,1,1,0
Virgil van Dijk,2017/2018 - Liverpool,English Premier League,€,68,Liverpool FC,Netherlands,"29,60",CB,14,1260,0.5714285714285714,8,11,0.7272727272727273,1,0
Virgil van Dijk,2017/2018 - Liverpool,UEFA Champions League,€,68,Liverpool FC,Netherlands,"29,60",CB,6,540,1.1666666666666667,7,3,2.3333333333333335,1,0
Virgil van Dijk,2018/2019 - Liverpool,English Premier League,€,68,Liverpool FC,Netherlands,"29,60",CB,38,3385,0.3190546528803545,12,22,0.5454545454545454,1,
Virgil van Dijk,2019/2020 - Liverpool,English Premier League,€,68,Liverpool FC,Netherlands,"29,60",CB,38,3420,0.42105263157894735,16,25,0.64,1,
Virgil van Dijk,2020/2021 - Liverpool,English Premier League,€,68,Liverpool FC,Netherlands,"29,60",CB,5,371,0.9703504043126685,4,2,2,1,0
Wilfred Ndidi,2016/2017 - KRC Genk,UEFA Europa League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,6,540,1.6666666666666665,10,6,1.6666666666666667,1,0
Wilfred Ndidi,2016/2017 - Leicester City,UEFA Champions League,€,44.2,Leicester City FC,Nigeria,"24,16",DM,4,360,1.5,6,3,2,1,0
Yari Verschaeren,2019/2020 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,21,1413,0.7006369426751592,11,35,0.3142857142857143,1,
Youri Tielemans,2017/2018 - Monaco,French Ligue 1,€,50.7,Leicester City FC,Belgium,"23,77",CM,27,1566,1.9540229885057472,34,26,1.3076923076923077,1,0
Youri Tielemans,2017/2018 - Monaco,UEFA Champions League,€,50.7,Leicester City FC,Belgium,"23,77",CM,4,311,2.6045016077170415,9,9,1,1,0
Youri Tielemans,2020/2021 - Leicester City,UEFA Europa League,€,50.7,Leicester City FC,Belgium,"23,77",CM,5,360,1,4,2,2,1,0
Youssef En-Nesyri,2017/2018 - Málaga,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,25,1592,1.9221105527638187,34,33,1.0303030303030303,1,1
Youssef En-Nesyri,2019/2020 - Sevilla,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,18,790,1.8227848101265822,16,11,1.4545454545454546,1,
Youssef En-Nesyri,2019/2020 - Sevilla,UEFA Europa League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,266,1.6917293233082706,5,9,0.5555555555555556,1,0
Youssef En-Nesyri,2020/2021 - Sevilla,UEFA Champions League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,236,0.3813559322033898,1,7,0.14285714285714285,1,0
Zinho Vanheusden,2019/2020 - Standard Liège,UEFA Europa League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,5,369,1.4634146341463419,6,0,,1,0
Zinho Vanheusden,2020/2021 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,8,652,0.8282208588957057,6,16,0.375,1,0
Aaron Wan-Bissaka,2016/2017 - Crystal Palace,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,0,,,,,,0,0
Aaron Wan-Bissaka,2019/2020 - Manchester United,UEFA Europa League,€,42.6,Manchester United FC,England,"23,22",RB,5,447,0.6040268456375839,3,2,1.5,0,0
Aaron Wan-Bissaka,2020/2021 - Manchester United,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,9,810,0.7777777777777777,7,4,1.75,0,0
Aaron Wan-Bissaka,2020/2021 - Manchester United,UEFA Champions League,€,42.6,Manchester United FC,England,"23,22",RB,6,472,0.5720338983050848,3,3,1,0,0
Abdülkadir Ömür,2016/2017 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,2,14,6.428571428571428,1,,,0,0
Abdülkadir Ömür,2020/2021 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,11,942,0.8598726114649681,9,25,0.36,0,0
Achraf Hakimi,2016/2017 - Real Madrid,Spanish La Liga,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,0,,,,,,0,0
Achraf Hakimi,2017/2018 - Real Madrid,Spanish La Liga,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,9,757,0.9511228533685601,8,6,1.3333333333333333,0,0
Achraf Hakimi,2017/2018 - Real Madrid,UEFA Champions League,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,2,180,,,2,,0,0
Achraf Hakimi,2019/2020 - Borussia Dortmund,UEFA Champions League,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,8,709,1.1424541607898449,9,15,0.6,0,0
Agustín Urzi,2020/2021 - Banfield,Liga Profesional Argentina,€,10.5,Club Atlético Banfield,Argentina,"20,78",LW,5,106,0.8490566037735847,1,4,0.25,0,0
Albert Sambi Lokonga,2017/2018 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,7,346,1.5606936416184969,6,15,0.4,0,0
Albert Sambi Lokonga,2017/2018 - RSC Anderlecht,UEFA Champions League,€,11,RSC Anderlecht,Belgium,"21,31",CM,0,,,,,,0,0
Albert Sambi Lokonga,2020/2021 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,11,972,1.0185185185185186,11,45,0.24444444444444444,0,1
Alejandro Grimaldo,2016/2017 - Benfica,UEFA Champions League,€,22.5,SL Benfica,Spain,"25,40",LB,4,360,0.75,3,2,1.5,0,0
Alejandro Grimaldo,2017/2018 - Benfica,UEFA Champions League,€,22.5,SL Benfica,Spain,"25,40",LB,4,321,,,4,,0,0
Alejandro Grimaldo,2019/2020 - Benfica,UEFA Champions League,€,22.5,SL Benfica,Spain,"25,40",LB,6,540,0.33333333333333337,2,6,0.3333333333333333,0,0
Alejandro Grimaldo,2019/2020 - Benfica,UEFA Europa League,€,22.5,SL Benfica,Spain,"25,40",LB,2,180,0.5,1,3,0.3333333333333333,0,0
Alejandro Grimaldo,2020/2021 - Benfica,Portuguese Primeira Liga,€,22.5,SL Benfica,Spain,"25,40",LB,7,533,0.33771106941838647,2,1,2,0,0
Alejandro Grimaldo,2020/2021 - Benfica,UEFA Europa League,€,22.5,SL Benfica,Spain,"25,40",LB,4,292,,0,5,0,0,0
Alessandro Bastoni,2016/2017 - Atalanta,Italian Serie A,€,44.4,FC Internazionale Milano,Italy,"21,84",CB,3,153,2.3529411764705883,4,5,0.8,0,0
Alessandro Bastoni,2017/2018 - Atalanta,Italian Serie A,€,44.4,FC Internazionale Milano,Italy,"21,84",CB,4,87,2.0689655172413794,2,6,0.3333333333333333,0,0
Alessandro Bastoni,2017/2018 - Atalanta,UEFA Europa League,€,44.4,FC Internazionale Milano,Italy,"21,84",CB,0,,,,,,0,0
Alessandro Bastoni,2019/2020 - Internazionale,UEFA Champions League,€,44.4,FC Internazionale Milano,Italy,"21,84",CB,0,0,,0,0,,0,0
Alisson,2016/2017 - Internacional,Brazilian Serie A,€,77.5,Liverpool FC,Brazil,"28,37",GK,1,90,,,1,,0,0
Alisson,2016/2017 - Roma,Italian Serie A,€,77.5,Liverpool FC,Brazil,"28,37",GK,0,,,,,,0,0
Alisson,2016/2017 - Roma,UEFA Europa League,€,77.5,Liverpool FC,Brazil,"28,37",GK,10,900,,,,,0,0
Alisson,2017/2018 - Roma,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,12,1080,,,1,,0,0
Alisson,2019/2020 - Liverpool,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,5,450,,0,0,,0,0
Alisson,2020/2021 - Liverpool,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,3,270,,0,0,,0,0
Alphonso Davies,2020/2021 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,4,183,0.4918032786885246,1,7,0.14285714285714285,0,0
Alphonso Davies,2020/2021 - FC Bayern München,UEFA Champions League,€,80.6,FC Bayern München,Canada,"20,29",LB,2,76,,0,1,0,0,0
Álvaro Morata,2016/2017 - Real Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,9,167,2.694610778443114,5,6,0.8333333333333334,0,0
Álvaro Morata,2020/2021 - Juventus,Italian Serie A,€,55.9,Juventus FC,Spain,"28,31",FW,7,563,1.5985790408525753,10,15,0.6666666666666666,0,1
André Onana,2019/2020 - Ajax,UEFA Europa League,€,30.6,AFC Ajax,Cameroon,"24,87",GK,1,90,,0,1,0,0,0
André Onana,2020/2021 - Ajax,UEFA Champions League,€,30.6,AFC Ajax,Cameroon,"24,87",GK,6,540,,0,0,,0,0
Andrew Robertson,2020/2021 - Liverpool,English Premier League,€,67.3,Liverpool FC,Scotland,"26,93",LB,11,990,0.7272727272727273,8,3,2.6666666666666665,0,0
Andrew Robertson,2020/2021 - Liverpool,UEFA Champions League,€,67.3,Liverpool FC,Scotland,"26,93",LB,6,394,0.45685279187817257,2,1,2,0,0
Ángel Correa,2017/2018 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,6,255,1.0588235294117647,3,6,0.5,0,0
Ángel Correa,2020/2021 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,6,370,0.972972972972973,4,5,0.8,0,0
Ansu Fati,2019/2020 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,5,112,1.607142857142857,2,4,0.5,0,0
Ansu Fati,2020/2021 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,3,160,1.125,2,2,1,0,0
Anthony Martial,2017/2018 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,8,343,0.7871720116618076,3,5,0.6,0,0
Anthony Martial,2019/2020 - Manchester United,UEFA Europa League,€,75.4,Manchester United FC,France,"25,20",FW,7,491,1.8329938900203666,10,13,0.7692307692307693,0,0
Anthony Martial,2020/2021 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,6,441,1.0204081632653061,5,8,0.625,0,1
Anthony Martial,2020/2021 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,5,429,0.8391608391608392,4,18,0.2222222222222222,0,0
Antoine Griezmann,2016/2017 - Atlético de Madrid,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,12,1066,0.5909943714821764,7,13,0.5384615384615384,0,0
Antoine Griezmann,2017/2018 - Atlético de Madrid,UEFA Europa League,€,78.9,FC Barcelona,France,"29,90",FW,8,629,0.4292527821939587,3,16,0.1875,0,0
Antoine Griezmann,2020/2021 - Barcelona,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,10,703,0.12802275960170698,1,10,0.1,0,0
Antony,2020/2021 - Ajax,Dutch Eredivisie,€,34.9,AFC Ajax,Brazil,"20,98",RW,10,593,0.45531197301854964,3,9,0.3333333333333333,0,0
Antony,2020/2021 - Ajax,UEFA Champions League,€,34.9,AFC Ajax,Brazil,"20,98",RW,4,358,0.7541899441340782,3,9,0.3333333333333333,0,0
Arthur,2016/2017 - Grêmio,Brazilian Serie A,€,48.8,Juventus FC,Brazil,"24,51",CM,1,36,,,1,,0,0
Arthur,2019/2020 - Barcelona,UEFA Champions League,€,48.8,Juventus FC,Brazil,"24,51",CM,4,298,0.9060402684563759,3,9,0.3333333333333333,0,0
Arthur,2020/2021 - Juventus,UEFA Champions League,€,48.8,Juventus FC,Brazil,"24,51",CM,6,230,0.782608695652174,2,1,2,0,0
Aymeric Laporte,2017/2018 - Manchester City,UEFA Champions League,€,67.5,Manchester City FC,France,"26,72",CB,3,270,,,,,0,0
Aymeric Laporte,2019/2020 - Manchester City,UEFA Champions League,€,67.5,Manchester City FC,France,"26,72",CB,3,213,,0,0,,0,0
Benjamin Pavard,2016/2017 - Lille,French Ligue 1,€,65.1,FC Bayern München,France,"24,88",RB,0,,,,,,0,0
Benjamin Pavard,2019/2020 - FC Bayern München,UEFA Champions League,€,65.1,FC Bayern München,France,"24,88",RB,8,638,0.5642633228840125,4,3,1.3333333333333333,0,0
Bernardo Silva,2017/2018 - Manchester City,English Premier League,€,71.4,Manchester City FC,Portugal,"26,51",RW,35,1520,0.5328947368421053,9,27,0.3333333333333333,0,0
Bernardo Silva,2020/2021 - Manchester City,English Premier League,€,71.4,Manchester City FC,Portugal,"26,51",RW,6,374,0.9625668449197861,4,5,0.8,0,0
Bruno Fernandes,2019/2020 - Manchester United,UEFA Europa League,€,107.4,Manchester United FC,Portugal,"26,44",AM,5,362,0.4972375690607734,2,4,0.5,0,0
Bukayo Saka,2019/2020 - Arsenal,UEFA Europa League,€,52.4,Arsenal FC,England,"19,45",LW,6,545,0.8256880733944955,5,9,0.5555555555555556,0,0
Bukayo Saka,2020/2021 - Arsenal,English Premier League,€,52.4,Arsenal FC,England,"19,45",LW,9,723,0.24896265560165975,2,21,0.09523809523809523,0,0
Callum Hudson-Odoi,2017/2018 - Chelsea,English Premier League,€,47.4,Chelsea FC,England,"20,27",LW,2,27,,,,,0,0
Callum Hudson-Odoi,2017/2018 - Chelsea,UEFA Champions League,€,47.4,Chelsea FC,England,"20,27",LW,0,,,,,,0,0
Callum Hudson-Odoi,2019/2020 - Chelsea,UEFA Champions League,€,47.4,Chelsea FC,England,"20,27",LW,5,260,1.7307692307692308,5,4,1.25,0,0
Callum Hudson-Odoi,2020/2021 - Chelsea,English Premier League,€,47.4,Chelsea FC,England,"20,27",LW,5,169,2.130177514792899,4,0,,0,0
Callum Hudson-Odoi,2020/2021 - Chelsea,UEFA Champions League,€,47.4,Chelsea FC,England,"20,27",LW,5,252,0.7142857142857142,2,1,2,0,0
Calvin Stengs,2016/2017 - AZ,Dutch Eredivisie,€,26,AZ Alkmaar,Netherlands,"22,16",RW,5,312,0.28846153846153844,1,5,0.2,0,0
Calvin Stengs,2017/2018 - AZ,Dutch Eredivisie,€,26,AZ Alkmaar,Netherlands,"22,16",RW,1,8,11.25,1,,,0,0
Charles De Ketelaere,2019/2020 - Club Brugge,UEFA Europa League,€,17.2,Club Brugge,Belgium,"19,93",AM,2,39,,0,1,0,0,0
Charles De Ketelaere,2020/2021 - Club Brugge,Belgian Jupiler Pro League,€,17.2,Club Brugge,Belgium,"19,93",AM,14,665,1.218045112781955,9,13,0.6923076923076923,0,0
Charles De Ketelaere,2020/2021 - Club Brugge,UEFA Champions League,€,17.2,Club Brugge,Belgium,"19,93",AM,6,458,1.3755458515283843,7,5,1.4,0,0
Christian Pulisic,2017/2018 - Borussia Dortmund,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,5,374,0.9625668449197861,4,6,0.6666666666666666,0,0
Christian Pulisic,2017/2018 - Borussia Dortmund,UEFA Europa League,€,66,Chelsea FC,United States of America,"22,41",LW,3,173,,,2,,0,0
Christian Pulisic,2019/2020 - Chelsea,UEFA Champions League,€,66,Chelsea FC,United States of America,"22,41",LW,4,266,,0,4,0,0,0
Christian Pulisic,2020/2021 - Chelsea,English Premier League,€,66,Chelsea FC,United States of America,"22,41",LW,5,251,0.7171314741035857,2,2,1,0,0
Christopher Nkunku,2016/2017 - Paris Saint-Germain,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,1,20,4.5,1,1,1,0,0
Christopher Nkunku,2017/2018 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,20,621,1.7391304347826086,12,9,1.3333333333333333,0,0
