Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,goal_assist,total_att_assist,Passes per 90 mins weighted by mins_played per _Season - Club - Competition,Pass success weighted by total_pass per _Season - Club - Competition,total_pass,Pass success final third weighted by total_pass per _Season - Club - Competition,total_final_third_passes,Cross accuracy weighted by total_cross_nocorner per _Season - Club - Competition,total_cross_nocorner
Frenkie de Jong,2018/2019 - Ajax,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,11,986,,9,"73,4",89%,804,81%,172,"50,0%",2
Frenkie de Jong,2019/2020 - Barcelona,Spanish La Liga,€,92.2,FC Barcelona,Netherlands,"23,76",CM,29,2121,2,25,"69,4",92%,1636,89%,541,"33,3%",3
Frenkie de Jong,2019/2020 - Barcelona,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,9,747,0,3,"66,4",91%,551,82%,159,"100,0%",1
Frenkie de Jong,2020/2021 - Barcelona,Spanish La Liga,€,92.2,FC Barcelona,Netherlands,"23,76",CM,10,890,0,7,"79,4",90%,785,84%,251,"0,0%",2
Frenkie de Jong,2020/2021 - Barcelona,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,5,405,1,3,"80,4",96%,362,94%,142,"0,0%",1
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,24,1449,5,20,"45,6",74%,734,69%,314,"22,2%",18
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,3,80,,,"41,6",62%,37,65%,17,,
Kai Havertz,2017/2018 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,30,2140,8,32,"45,5",81%,1083,75%,379,"36,8%",19
Kai Havertz,2018/2019 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,34,2900,3,35,"55,6",87%,1790,83%,659,"13,0%",23
Kai Havertz,2018/2019 - Bayer 04 Leverkusen,UEFA Europa League,€,90,Chelsea FC,Germany,"21,68",AM,6,423,3,10,"54,3",84%,255,84%,124,"40,0%",5
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,30,2462,6,59,"49,5",85%,1353,81%,499,"18,2%",22
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,5,434,0,4,"52,9",84%,255,80%,101,"0,0%",5
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,90,Chelsea FC,Germany,"21,68",AM,5,450,2,11,"47,6",85%,238,82%,76,"40,0%",5
Kai Havertz,2020/2021 - Chelsea,English Premier League,€,90,Chelsea FC,Germany,"21,68",AM,9,627,1,9,"47,5",86%,331,84%,116,"16,7%",6
Kai Havertz,2020/2021 - Chelsea,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,5,335,2,8,"53,7",84%,200,76%,72,"0,0%",3
Matthijs de Ligt,2016/2017 - Ajax,Dutch Eredivisie,€,88.5,Juventus FC,Netherlands,"21,51",CB,11,564,,,"68,0",86%,426,71%,45,,
Matthijs de Ligt,2016/2017 - Ajax,UEFA Europa League,€,88.5,Juventus FC,Netherlands,"21,51",CB,9,795,,3,"51,4",84%,454,53%,40,,1
Matthijs de Ligt,2017/2018 - Ajax,Dutch Eredivisie,€,88.5,Juventus FC,Netherlands,"21,51",CB,32,2823,2,9,"62,7",89%,1968,72%,218,"33,3%",3
Matthijs de Ligt,2018/2019 - Ajax,Dutch Eredivisie,€,88.5,Juventus FC,Netherlands,"21,51",CB,33,2970,1,13,"67,2",90%,2218,72%,295,"33,3%",12
Matthijs de Ligt,2018/2019 - Ajax,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,11,990,,1,"56,4",85%,620,53%,60,,2
Matthijs de Ligt,2019/2020 - Juventus,Italian Serie A,€,88.5,Juventus FC,Netherlands,"21,51",CB,29,2448,,3,"57,2",90%,1557,72%,144,,2
Matthijs de Ligt,2019/2020 - Juventus,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,6,540,0,0,"65,5",91%,393,80%,25,,0
Matthijs de Ligt,2020/2021 - Juventus,Italian Serie A,€,88.5,Juventus FC,Netherlands,"21,51",CB,3,270,0,1,"75,7",92%,227,81%,16,,0
Matthijs de Ligt,2020/2021 - Juventus,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,3,270,0,0,"75,7",93%,227,69%,26,,0
Timo Werner,2016/2017 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,31,2433,5,32,"26,2",68%,709,60%,321,"18,8%",48
Timo Werner,2017/2018 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,32,2491,7,24,"23,6",75%,652,64%,299,"5,8%",52
Timo Werner,2017/2018 - RB Leipzig,UEFA Champions League,€,88.2,Chelsea FC,Germany,"24,94",FW,6,330,,4,"21,5",66%,79,51%,43,"12,5%",8
Timo Werner,2017/2018 - RB Leipzig,UEFA Europa League,€,88.2,Chelsea FC,Germany,"24,94",FW,5,445,2,9,"31,8",79%,157,72%,81,,5
Timo Werner,2018/2019 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,30,2523,7,36,"27,3",74%,764,66%,355,"14,9%",47
Timo Werner,2018/2019 - RB Leipzig,UEFA Europa League,€,88.2,Chelsea FC,Germany,"24,94",FW,1,90,,,"21,0",33%,21,25%,8,,2
Timo Werner,2019/2020 - RB Leipzig,German Bundesliga,€,88.2,Chelsea FC,Germany,"24,94",FW,34,2807,8,53,"30,2",76%,941,70%,475,"21,4%",84
Timo Werner,2019/2020 - RB Leipzig,UEFA Champions League,€,88.2,Chelsea FC,Germany,"24,94",FW,8,579,2,11,"37,9",79%,244,69%,113,"42,1%",19
Timo Werner,2020/2021 - Chelsea,English Premier League,€,88.2,Chelsea FC,Germany,"24,94",FW,11,937,3,10,"31,7",80%,330,76%,147,"50,0%",6
Timo Werner,2020/2021 - Chelsea,UEFA Champions League,€,88.2,Chelsea FC,Germany,"24,94",FW,6,380,1,2,"32,9",80%,139,73%,59,"0,0%",3
Saúl Ñíguez,2016/2017 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,33,2543,3,25,"42,4",77%,1197,69%,390,"9,1%",22
Saúl Ñíguez,2016/2017 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,12,839,,1,"44,7",77%,417,64%,134,,3
Saúl Ñíguez,2017/2018 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,36,3157,3,21,"48,2",82%,1690,71%,476,"5,3%",19
Saúl Ñíguez,2017/2018 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,6,540,,8,"51,5",83%,309,74%,92,,3
Saúl Ñíguez,2017/2018 - Atlético de Madrid,UEFA Europa League,€,85,Atlético de Madrid,Spain,"26,23",CM,9,736,,6,"50,5",83%,413,73%,113,,4
Saúl Ñíguez,2018/2019 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,33,2925,1,15,"45,6",79%,1483,68%,462,"8,2%",49
Saúl Ñíguez,2018/2019 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,8,631,,5,"46,2",81%,324,75%,102,"9,1%",11
Saúl Ñíguez,2019/2020 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,35,3076,,15,"48,8",79%,1668,69%,436,"14,8%",27
Saúl Ñíguez,2019/2020 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,9,840,0,8,"49,1",80%,458,75%,138,"0,0%",3
Saúl Ñíguez,2020/2021 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,7,552,0,4,"55,9",89%,343,77%,87,"10,0%",10
Saúl Ñíguez,2020/2021 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,4,289,0,1,"56,1",88%,180,82%,49,"0,0%",1
Jan Oblak,2016/2017 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,30,2650,,,"17,6",56%,517,29%,66,,
Jan Oblak,2016/2017 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,11,990,,,"21,5",52%,236,22%,37,,
Jan Oblak,2017/2018 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,37,3330,,2,"21,6",50%,799,15%,108,,
Jan Oblak,2017/2018 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,,"18,2",51%,109,,4,,
Jan Oblak,2017/2018 - Atlético de Madrid,UEFA Europa League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,,"21,2",50%,127,15%,20,,
Jan Oblak,2018/2019 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,37,3330,,,"20,5",49%,759,26%,86,,
Jan Oblak,2018/2019 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,8,720,,,"19,1",52%,153,25%,12,,
Jan Oblak,2019/2020 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,38,3396,,,"22,3",55%,840,21%,99,,
Jan Oblak,2019/2020 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,9,840,0,0,"21,9",52%,204,38%,13,,0
Jan Oblak,2020/2021 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,10,900,0,0,"25,7",60%,257,29%,21,,0
Jan Oblak,2020/2021 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,0,0,"21,0",53%,126,0%,10,,0
Lautaro Martínez,2016/2017 - Racing Club,Argentina Superliga,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,23,1256,1,13,"16,2",65%,226,56%,124,"7,7%",13
Lautaro Martínez,2017/2018 - Racing Club,Argentina Superliga,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,21,1784,4,21,"16,0",67%,318,58%,171,"25,0%",24
Lautaro Martínez,2018/2019 - Internazionale,Italian Serie A,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,27,1336,2,21,"16,2",71%,240,57%,107,"16,7%",12
Lautaro Martínez,2018/2019 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,3,53,,,"18,7",64%,11,33%,6,,1
Lautaro Martínez,2018/2019 - Internazionale,UEFA Europa League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,3,246,,,"12,8",80%,35,69%,16,,
Lautaro Martínez,2019/2020 - Internazionale,Italian Serie A,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,35,2465,3,31,"17,5",63%,478,59%,285,,16
Lautaro Martínez,2019/2020 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,6,521,0,7,"15,0",67%,87,74%,35,"0,0%",2
Lautaro Martínez,2019/2020 - Internazionale,UEFA Europa League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,5,357,1,5,"17,4",64%,69,57%,44,,0
Lautaro Martínez,2020/2021 - Internazionale,Italian Serie A,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,10,644,1,10,"20,3",66%,145,61%,83,"0,0%",1
Lautaro Martínez,2020/2021 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,6,408,1,5,"15,7",63%,71,59%,41,"0,0%",2
Alphonso Davies,2018/2019 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,6,74,,,"37,7",87%,31,83%,6,,1
Alphonso Davies,2018/2019 - FC Bayern München,UEFA Champions League,€,80.6,FC Bayern München,Canada,"20,29",LB,0,,,,,,,,,,
Alphonso Davies,2019/2020 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,29,2234,5,37,"60,9",86%,1511,76%,445,"39,1%",64
Alphonso Davies,2019/2020 - FC Bayern München,UEFA Champions League,€,80.6,FC Bayern München,Canada,"20,29",LB,8,714,3,9,"57,0",89%,452,81%,123,"22,2%",18
Alphonso Davies,2020/2021 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,4,183,0,4,"59,5",88%,121,83%,40,"50,0%",2
Alphonso Davies,2020/2021 - FC Bayern München,UEFA Champions League,€,80.6,FC Bayern München,Canada,"20,29",LB,2,76,0,1,"73,4",90%,62,82%,33,"0,0%",5
Heung-min Son,2016/2017 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,34,2068,6,43,"33,8",81%,776,78%,449,"21,1%",38
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,6,423,,5,"35,7",79%,168,71%,79,,5
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Europa League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,2,54,,1,"30,0",89%,18,90%,10,,
Heung-min Son,2017/2018 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,37,2309,6,39,"35,7",85%,916,80%,520,"8,0%",50
Heung-min Son,2017/2018 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,7,426,,4,"25,6",86%,121,85%,60,"25,0%",4
Heung-min Son,2018/2019 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,31,2045,6,33,"33,1",86%,751,81%,372,"27,3%",22
Heung-min Son,2018/2019 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,12,905,1,6,"28,1",84%,283,79%,135,,7
Heung-min Son,2019/2020 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,30,2485,10,41,"28,9",85%,797,84%,364,"17,1%",35
Heung-min Son,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,6,365,1,5,"31,3",82%,127,74%,65,"14,3%",7
Heung-min Son,2020/2021 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,11,909,3,19,"28,8",82%,291,80%,120,"10,5%",19
Heung-min Son,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,5,216,1,6,"36,7",74%,88,69%,45,"0,0%",1
Antoine Griezmann,2016/2017 - Atlético de Madrid,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,36,3065,8,56,"37,7",78%,1283,70%,581,"13,6%",22
Antoine Griezmann,2016/2017 - Atlético de Madrid,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,12,1066,2,23,"44,7",80%,530,74%,229,"27,3%",11
Antoine Griezmann,2017/2018 - Atlético de Madrid,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,32,2529,9,44,"36,6",78%,1028,71%,474,"11,5%",26
Antoine Griezmann,2017/2018 - Atlético de Madrid,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,6,529,2,6,"38,4",84%,226,77%,99,"25,0%",8
Antoine Griezmann,2017/2018 - Atlético de Madrid,UEFA Europa League,€,78.9,FC Barcelona,France,"29,90",FW,8,629,2,13,"41,9",79%,293,75%,130,"33,3%",9
Antoine Griezmann,2018/2019 - Atlético de Madrid,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,37,3202,9,74,"39,0",78%,1388,72%,713,"23,6%",55
Antoine Griezmann,2018/2019 - Atlético de Madrid,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,8,720,2,13,"40,1",75%,321,72%,178,"15,4%",13
Antoine Griezmann,2019/2020 - Barcelona,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,35,2561,4,33,"39,3",82%,1117,77%,522,"21,1%",19
Antoine Griezmann,2019/2020 - Barcelona,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,9,657,0,4,"39,5",84%,288,77%,120,"33,3%",6
Antoine Griezmann,2020/2021 - Barcelona,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,10,703,2,8,"39,8",88%,311,88%,148,"0,0%",1
Antoine Griezmann,2020/2021 - Barcelona,UEFA Champions League,€,78.9,FC Barcelona,France,"29,90",FW,5,329,0,7,"47,3",86%,173,85%,79,,0
Ansu Fati,2019/2020 - Barcelona,Spanish La Liga,€,78.4,FC Barcelona,Spain,"18,29",LW,24,1026,1,18,"44,0",86%,502,81%,275,"7,7%",13
Ansu Fati,2019/2020 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,5,112,0,2,"41,8",81%,52,79%,34,"0,0%",2
Ansu Fati,2020/2021 - Barcelona,Spanish La Liga,€,78.4,FC Barcelona,Spain,"18,29",LW,7,436,0,9,"40,7",84%,197,81%,109,"50,0%",2
Ansu Fati,2020/2021 - Barcelona,UEFA Champions League,€,78.4,FC Barcelona,Spain,"18,29",LW,3,160,2,5,"56,3",89%,100,87%,75,"100,0%",1
Alisson,2016/2017 - Internacional,Brazilian Serie A,€,77.5,Liverpool FC,Brazil,"28,37",GK,1,90,,,"21,0",71%,21,,4,,
Alisson,2016/2017 - Roma,Italian Serie A,€,77.5,Liverpool FC,Brazil,"28,37",GK,0,,,,,,,,,,
Alisson,2016/2017 - Roma,UEFA Europa League,€,77.5,Liverpool FC,Brazil,"28,37",GK,10,900,,,"21,8",82%,218,25%,4,,
Alisson,2017/2018 - Roma,Italian Serie A,€,77.5,Liverpool FC,Brazil,"28,37",GK,37,3330,,1,"29,2",79%,1082,30%,92,,
Alisson,2017/2018 - Roma,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,12,1080,,,"28,1",80%,337,29%,14,,
Alisson,2018/2019 - Liverpool,English Premier League,€,77.5,Liverpool FC,Brazil,"28,37",GK,38,3420,,,"28,3",80%,1076,26%,57,,
Alisson,2018/2019 - Liverpool,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,13,1170,,,"28,4",77%,369,18%,22,,
Alisson,2019/2020 - Liverpool,English Premier League,€,77.5,Liverpool FC,Brazil,"28,37",GK,29,2545,1,1,"28,5",85%,805,21%,47,,
Alisson,2019/2020 - Liverpool,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,5,450,0,0,"29,0",90%,145,50%,4,,0
Alisson,2020/2021 - Liverpool,English Premier League,€,77.5,Liverpool FC,Brazil,"28,37",GK,8,720,0,0,"28,3",77%,226,11%,19,,0
Alisson,2020/2021 - Liverpool,UEFA Champions League,€,77.5,Liverpool FC,Brazil,"28,37",GK,3,270,0,0,"35,0",83%,105,0%,4,,0
Thibaut Courtois,2016/2017 - Chelsea,English Premier League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,36,3240,,,"22,0",66%,792,10%,58,,
Thibaut Courtois,2017/2018 - Chelsea,English Premier League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,35,3150,,,"28,1",70%,983,30%,115,,
Thibaut Courtois,2017/2018 - Chelsea,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,8,720,1,1,"23,1",63%,185,37%,19,,
Thibaut Courtois,2018/2019 - Real Madrid,Spanish La Liga,€,76.7,Real Madrid CF,Belgium,"28,76",GK,27,2430,,,"24,9",72%,672,10%,51,,
Thibaut Courtois,2018/2019 - Real Madrid,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,5,450,,1,"28,6",65%,143,22%,18,,
Thibaut Courtois,2019/2020 - Real Madrid,Spanish La Liga,€,76.7,Real Madrid CF,Belgium,"28,76",GK,34,3060,,,"25,9",75%,882,19%,96,,
Thibaut Courtois,2019/2020 - Real Madrid,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,7,585,0,0,"29,2",81%,190,17%,6,,0
Thibaut Courtois,2020/2021 - Real Madrid,Spanish La Liga,€,76.7,Real Madrid CF,Belgium,"28,76",GK,11,990,0,0,"27,9",78%,307,9%,22,,0
Thibaut Courtois,2020/2021 - Real Madrid,UEFA Champions League,€,76.7,Real Madrid CF,Belgium,"28,76",GK,6,540,0,0,"29,3",86%,176,20%,10,,0
Rúben Dias,2017/2018 - Benfica,Portuguese Primeira Liga,€,76,Manchester City FC,Portugal,"23,75",CB,24,2150,,7,"57,6",85%,1377,55%,155,,2
Rúben Dias,2017/2018 - Benfica,UEFA Champions League,€,76,Manchester City FC,Portugal,"23,75",CB,2,180,,1,"35,0",84%,70,60%,10,,
Rúben Dias,2018/2019 - Benfica,Portuguese Primeira Liga,€,76,Manchester City FC,Portugal,"23,75",CB,32,2868,1,4,"58,5",86%,1865,58%,276,,4
Rúben Dias,2018/2019 - Benfica,UEFA Champions League,€,76,Manchester City FC,Portugal,"23,75",CB,5,405,,,"55,8",86%,251,50%,24,,
Rúben Dias,2018/2019 - Benfica,UEFA Europa League,€,76,Manchester City FC,Portugal,"23,75",CB,6,570,1,2,"55,7",79%,353,58%,57,,
Rúben Dias,2019/2020 - Benfica,Portuguese Primeira Liga,€,76,Manchester City FC,Portugal,"23,75",CB,33,2970,2,16,"66,2",89%,2184,69%,354,"38,5%",13
Rúben Dias,2019/2020 - Benfica,UEFA Champions League,€,76,Manchester City FC,Portugal,"23,75",CB,6,540,0,1,"48,5",87%,291,55%,31,"0,0%",2
Rúben Dias,2019/2020 - Benfica,UEFA Europa League,€,76,Manchester City FC,Portugal,"23,75",CB,2,180,0,1,"64,5",88%,129,72%,25,"50,0%",2
Rúben Dias,2020/2021 - Benfica,Portuguese Primeira Liga,€,76,Manchester City FC,Portugal,"23,75",CB,2,180,0,0,"68,0",92%,136,75%,20,,0
Rúben Dias,2020/2021 - Manchester City,English Premier League,€,76,Manchester City FC,Portugal,"23,75",CB,8,700,0,0,"83,2",93%,647,76%,54,,0
Rúben Dias,2020/2021 - Manchester City,UEFA Champions League,€,76,Manchester City FC,Portugal,"23,75",CB,4,360,0,2,"86,0",94%,344,63%,24,,0
Leroy Sané,2016/2017 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,26,1786,3,35,"34,8",81%,690,78%,375,"14,3%",35
Leroy Sané,2016/2017 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,4,281,2,4,"31,7",85%,99,76%,38,,9
Leroy Sané,2017/2018 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,32,2422,15,58,"40,5",84%,1091,81%,637,"17,3%",52
Leroy Sané,2017/2018 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,9,652,2,12,"40,6",85%,294,81%,161,"16,7%",24
Leroy Sané,2018/2019 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,31,1867,10,40,"40,8",84%,847,81%,494,"8,8%",57
Leroy Sané,2018/2019 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,8,395,4,13,"40,1",86%,176,81%,104,"14,3%",7
Leroy Sané,2019/2020 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,1,11,,,"57,3",86%,7,80%,5,,
Leroy Sané,2020/2021 - FC Bayern München,German Bundesliga,€,75.8,FC Bayern München,Germany,"25,10",LW,8,363,3,10,"32,0",78%,129,70%,76,"0,0%",5
Leroy Sané,2020/2021 - FC Bayern München,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,4,219,0,4,"32,5",78%,79,69%,36,"0,0%",4
Anthony Martial,2016/2017 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,25,1559,6,25,"35,1",81%,608,78%,305,"15,4%",52
Anthony Martial,2016/2017 - Manchester United,UEFA Europa League,€,75.4,Manchester United FC,France,"25,20",FW,10,440,,7,"41,7",81%,204,71%,98,"42,9%",7
Anthony Martial,2017/2018 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,30,1581,5,33,"41,6",82%,731,74%,386,"11,6%",43
Anthony Martial,2017/2018 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,8,343,2,9,"38,0",79%,145,70%,66,"50,0%",12
Anthony Martial,2018/2019 - Manchester United,English Premier League,€,75.4,Manchester United FC,France,"25,20",FW,27,1624,2,36,"39,2",79%,707,72%,355,"9,1%",33
Anthony Martial,2018/2019 - Manchester United,UEFA Champions League,€,75.4,Manchester United FC,France,"25,20",FW,8,506,,9,"38,8",84%,218,78%,100,"9,1%",11
